BGC	Accession	Description	Product	BiG_SCAPE	Organism	Taxonomy
Esin_bac_bin008~Esin_metagenome_contig_035439.region001	Esin_metagenome_contig_035439	Esin_metagenome_contig_035439	T1PKS.NRPS	PKS-NRP_Hybrids		
Esin_bac_bin008~Esin_metagenome_contig_052866.region001	Esin_metagenome_contig_052866	Esin_metagenome_contig_052866	T1PKS	PKSI		
Esin_bac_bin008~Esin_metagenome_contig_053676.region001	Esin_metagenome_contig_053676	Esin_metagenome_contig_053676	ectoine	Others		
Esin_bac_bin008~Esin_metagenome_contig_055900.region001	Esin_metagenome_contig_055900	Esin_metagenome_contig_055900	ectoine	Others		
Esin_bac_bin008~Esin_metagenome_contig_060167.region001	Esin_metagenome_contig_060167	Esin_metagenome_contig_060167	NRPS-like	NRPS		
Esin_bac_bin008~Esin_metagenome_contig_065145.region001	Esin_metagenome_contig_065145	Esin_metagenome_contig_065145	NRPS-like	NRPS		
Esin_bac_bin008~Esin_metagenome_contig_080934.region001	Esin_metagenome_contig_080934	Esin_metagenome_contig_080934	NRP-metallophore.NRPS	Others		
Esin_bac_bin008~Esin_metagenome_contig_086550.region001	Esin_metagenome_contig_086550	Esin_metagenome_contig_086550	RiPP-like	RiPPs		
Esin_bac_bin008~Esin_metagenome_contig_089973.region001	Esin_metagenome_contig_089973	Esin_metagenome_contig_089973	NAPAA	NRPS		
Esin_bac_bin008~Esin_metagenome_contig_098256.region001	Esin_metagenome_contig_098256	Esin_metagenome_contig_098256	T1PKS	PKSI		
Esin_bac_bin008~Esin_metagenome_contig_098886.region001	Esin_metagenome_contig_098886	Esin_metagenome_contig_098886	NRPS-like	NRPS		
Esin_bac_bin008~Esin_metagenome_contig_105945.region001	Esin_metagenome_contig_105945	Esin_metagenome_contig_105945	NRPS	NRPS		
Esin_bac_bin008~Esin_metagenome_contig_113491.region001	Esin_metagenome_contig_113491	Esin_metagenome_contig_113491	NRPS-like	NRPS		
Esin_bac_bin008~Esin_metagenome_contig_114530.region001	Esin_metagenome_contig_114530	Esin_metagenome_contig_114530	NRPS	NRPS		
Esin_bac_bin008~Esin_metagenome_contig_118850.region001	Esin_metagenome_contig_118850	Esin_metagenome_contig_118850	T1PKS	PKSI		
Esin_bac_bin008~Esin_metagenome_contig_121523.region001	Esin_metagenome_contig_121523	Esin_metagenome_contig_121523	RiPP-like	RiPPs		
Esin_bac_bin008~Esin_metagenome_contig_125088.region001	Esin_metagenome_contig_125088	Esin_metagenome_contig_125088	T1PKS	PKSI		
Esin_bac_bin008~Esin_metagenome_contig_132045.region001	Esin_metagenome_contig_132045	Esin_metagenome_contig_132045	NRPS	NRPS		
Esin_bac_bin008~Esin_metagenome_contig_138960.region001	Esin_metagenome_contig_138960	Esin_metagenome_contig_138960	NRPS	NRPS		
Esin_bac_bin008~Esin_metagenome_contig_143301.region001	Esin_metagenome_contig_143301	Esin_metagenome_contig_143301	RiPP-like	RiPPs		
Esin_bac_bin008~Esin_metagenome_contig_177768.region001	Esin_metagenome_contig_177768	Esin_metagenome_contig_177768	betalactone	Others		
Esin_bac_bin008~Esin_metagenome_contig_181004.region001	Esin_metagenome_contig_181004	Esin_metagenome_contig_181004	NRPS	NRPS		
Esin_bac_bin008~Esin_metagenome_contig_189047.region001	Esin_metagenome_contig_189047	Esin_metagenome_contig_189047	NRPS	NRPS		
Esin_bac_bin008~Esin_metagenome_contig_193928.region001	Esin_metagenome_contig_193928	Esin_metagenome_contig_193928	NRPS-like	NRPS		
Esin_bac_bin008~Esin_metagenome_contig_197376.region001	Esin_metagenome_contig_197376	Esin_metagenome_contig_197376	NRPS	NRPS		
Esin_bac_bin008~Esin_metagenome_contig_224168.region001	Esin_metagenome_contig_224168	Esin_metagenome_contig_224168	NRPS	NRPS		
Esin_bac_bin008~Esin_metagenome_contig_239013.region001	Esin_metagenome_contig_239013	Esin_metagenome_contig_239013	NRPS	NRPS		
Esin_bac_bin008~Esin_metagenome_contig_251403.region001	Esin_metagenome_contig_251403	Esin_metagenome_contig_251403	NRPS	NRPS		
Esin_bac_bin008~Esin_metagenome_contig_254113.region001	Esin_metagenome_contig_254113	Esin_metagenome_contig_254113	NRPS	NRPS		
Esin_bac_bin008~Esin_metagenome_contig_257221.region001	Esin_metagenome_contig_257221	Esin_metagenome_contig_257221	NRPS-like	NRPS		
Esin_bac_bin008~Esin_metagenome_contig_264131.region001	Esin_metagenome_contig_264131	Esin_metagenome_contig_264131	NRPS	NRPS		
Esin_bac_bin009~Esin_metagenome_contig_021844.region001	Esin_metagenome_contig_021844	Esin_metagenome_contig_021844	T1PKS	PKSI		
Esin_bac_bin009~Esin_metagenome_contig_029152.region001	Esin_metagenome_contig_029152	Esin_metagenome_contig_029152	NAPAA	NRPS		
Esin_bac_bin009~Esin_metagenome_contig_036808.region001	Esin_metagenome_contig_036808	Esin_metagenome_contig_036808	bottromycin	RiPPs		
Esin_bac_bin009~Esin_metagenome_contig_060931.region001	Esin_metagenome_contig_060931	Esin_metagenome_contig_060931	RiPP-like	RiPPs		
Esin_bac_bin009~Esin_metagenome_contig_069032.region001	Esin_metagenome_contig_069032	Esin_metagenome_contig_069032	terpene	Terpene		
Esin_bac_bin009~Esin_metagenome_contig_171562.region001	Esin_metagenome_contig_171562	Esin_metagenome_contig_171562	terpene	Terpene		
Esin_bac_bin010~Esin_metagenome_contig_003665.region001	Esin_metagenome_contig_003665	Esin_metagenome_contig_003665	terpene	Terpene		
Esin_bac_bin010~Esin_metagenome_contig_053173.region001	Esin_metagenome_contig_053173	Esin_metagenome_contig_053173	betalactone	Others		
Esin_bac_bin013~Esin_metagenome_contig_004349.region001	Esin_metagenome_contig_004349	Esin_metagenome_contig_004349	RiPP-like	RiPPs		
Esin_bac_bin013~Esin_metagenome_contig_007717.region001	Esin_metagenome_contig_007717	Esin_metagenome_contig_007717	phosphonate	Others		
Esin_bac_bin014~Esin_metagenome_contig_000724.region001	Esin_metagenome_contig_000724	Esin_metagenome_contig_000724	arylpolyene	Others		
Esin_bac_bin014~Esin_metagenome_contig_002822.region001	Esin_metagenome_contig_002822	Esin_metagenome_contig_002822	ranthipeptide	RiPPs		
Esin_bac_bin014~Esin_metagenome_contig_022582.region001	Esin_metagenome_contig_022582	Esin_metagenome_contig_022582	NRPS-like	NRPS		
Esin_bac_bin015~Esin_metagenome_contig_046996.region001	Esin_metagenome_contig_046996	Esin_metagenome_contig_046996	phenazine	Others		
Esin_bac_bin015~Esin_metagenome_contig_286444.region001	Esin_metagenome_contig_286444	Esin_metagenome_contig_286444	NRPS	NRPS		
Esin_bac_bin016~Esin_metagenome_contig_004996.region001	Esin_metagenome_contig_004996	Esin_metagenome_contig_004996	phosphonate	Others		
Esin_bac_bin017~Esin_metagenome_contig_006147.region001	Esin_metagenome_contig_006147	Esin_metagenome_contig_006147	NRPS-like	NRPS		
Esin_bac_bin018~Esin_metagenome_contig_008037.region001	Esin_metagenome_contig_008037	Esin_metagenome_contig_008037	NRPS-like	NRPS		
Esin_bac_bin019~Esin_metagenome_contig_002681.region001	Esin_metagenome_contig_002681	Esin_metagenome_contig_002681	ranthipeptide	RiPPs		
Esin_bac_bin019~Esin_metagenome_contig_004473.region001	Esin_metagenome_contig_004473	Esin_metagenome_contig_004473	NRPS-like	NRPS		
Esin_bac_bin020~Esin_metagenome_contig_036231.region001	Esin_metagenome_contig_036231	Esin_metagenome_contig_036231	ranthipeptide	RiPPs		
Esin_bac_bin021~Esin_metagenome_contig_000481.region001	Esin_metagenome_contig_000481	Esin_metagenome_contig_000481	ranthipeptide	RiPPs		
Esin_bac_bin021~Esin_metagenome_contig_002335.region001	Esin_metagenome_contig_002335	Esin_metagenome_contig_002335	NRPS-like	NRPS		
Esin_bac_bin023~Esin_metagenome_contig_002324.region001	Esin_metagenome_contig_002324	Esin_metagenome_contig_002324	ranthipeptide	RiPPs		
Esin_bac_bin023~Esin_metagenome_contig_004909.region001	Esin_metagenome_contig_004909	Esin_metagenome_contig_004909	phosphonate	Others		
Esin_bac_bin024~Esin_metagenome_contig_000666.region001	Esin_metagenome_contig_000666	Esin_metagenome_contig_000666	NRPS-like	NRPS		
Esin_bac_bin024~Esin_metagenome_contig_008437.region001	Esin_metagenome_contig_008437	Esin_metagenome_contig_008437	NRPS-like	NRPS		
Esin_bac_bin024~Esin_metagenome_contig_020023.region001	Esin_metagenome_contig_020023	Esin_metagenome_contig_020023	ranthipeptide	RiPPs		
Esin_bac_bin024~Esin_metagenome_contig_042040.region001	Esin_metagenome_contig_042040	Esin_metagenome_contig_042040	betalactone	Others		
Esin_bac_bin025~Esin_metagenome_contig_008295.region001	Esin_metagenome_contig_008295	Esin_metagenome_contig_008295	NRPS-like	NRPS		
Esin_bac_bin027~Esin_metagenome_contig_001547.region001	Esin_metagenome_contig_001547	Esin_metagenome_contig_001547	NRPS	NRPS		
Esin_bac_bin028~Esin_metagenome_contig_000181.region001	Esin_metagenome_contig_000181	Esin_metagenome_contig_000181	betalactone	Others		
Esin_bac_bin028~Esin_metagenome_contig_001049.region001	Esin_metagenome_contig_001049	Esin_metagenome_contig_001049	NRPS-like	NRPS		
Esin_bac_bin028~Esin_metagenome_contig_001719.region001	Esin_metagenome_contig_001719	Esin_metagenome_contig_001719	NRPS-like	NRPS		
Esin_bac_bin028~Esin_metagenome_contig_009281.region001	Esin_metagenome_contig_009281	Esin_metagenome_contig_009281	phosphonate	Others		
Esin_bac_bin029~Esin_metagenome_contig_016956.region001	Esin_metagenome_contig_016956	Esin_metagenome_contig_016956	ranthipeptide	RiPPs		
Esin_bac_bin032~Esin_metagenome_contig_004289.region001	Esin_metagenome_contig_004289	Esin_metagenome_contig_004289	NRPS	NRPS		
Esin_bac_bin032~Esin_metagenome_contig_044020.region001	Esin_metagenome_contig_044020	Esin_metagenome_contig_044020	RRE-containing	RiPPs		
Esin_bac_bin033~Esin_metagenome_contig_000131.region001	Esin_metagenome_contig_000131	Esin_metagenome_contig_000131	betalactone	Others		
Esin_bac_bin033~Esin_metagenome_contig_000131.region002	Esin_metagenome_contig_000131	Esin_metagenome_contig_000131	ranthipeptide	RiPPs		
Esin_bac_bin034~Esin_metagenome_contig_099166.region001	Esin_metagenome_contig_099166	Esin_metagenome_contig_099166	ranthipeptide	RiPPs		
Esin_bac_bin035~Esin_metagenome_contig_000981.region001	Esin_metagenome_contig_000981	Esin_metagenome_contig_000981	RRE-containing	RiPPs		
Esin_bac_bin036~Esin_metagenome_contig_000423.region001	Esin_metagenome_contig_000423	Esin_metagenome_contig_000423	ranthipeptide	RiPPs		
Esin_bac_bin036~Esin_metagenome_contig_000423.region002	Esin_metagenome_contig_000423	Esin_metagenome_contig_000423	lassopeptide	RiPPs		
Esin_bac_bin038~Esin_metagenome_contig_023982.region001	Esin_metagenome_contig_023982	Esin_metagenome_contig_023982	NRPS-like.NRPS	NRPS		
Esin_bac_bin039~Esin_metagenome_contig_008220.region001	Esin_metagenome_contig_008220	Esin_metagenome_contig_008220	NRPS-like	NRPS		
Esin_bac_bin039~Esin_metagenome_contig_014720.region001	Esin_metagenome_contig_014720	Esin_metagenome_contig_014720	NRPS-like	NRPS		
Esin_bac_bin039~Esin_metagenome_contig_020254.region001	Esin_metagenome_contig_020254	Esin_metagenome_contig_020254	RRE-containing	RiPPs		
Esin_bac_bin040~Esin_metagenome_contig_000038.region001	Esin_metagenome_contig_000038	Esin_metagenome_contig_000038	ranthipeptide	RiPPs		
Esin_bac_bin040~Esin_metagenome_contig_000734.region001	Esin_metagenome_contig_000734	Esin_metagenome_contig_000734	phosphonate	Others		
Esin_bac_bin042~Esin_metagenome_contig_009526.region001	Esin_metagenome_contig_009526	Esin_metagenome_contig_009526	ranthipeptide	RiPPs		
Esin_bac_bin043~Esin_metagenome_contig_003052.region001	Esin_metagenome_contig_003052	Esin_metagenome_contig_003052	betalactone	Others		
Esin_bac_bin044~Esin_metagenome_contig_001030.region001	Esin_metagenome_contig_001030	Esin_metagenome_contig_001030	ranthipeptide	RiPPs		
Esin_bac_bin044~Esin_metagenome_contig_014089.region001	Esin_metagenome_contig_014089	Esin_metagenome_contig_014089	betalactone	Others		
Esin_bac_bin045~Esin_metagenome_contig_000489.region001	Esin_metagenome_contig_000489	Esin_metagenome_contig_000489	ranthipeptide	RiPPs		
Esin_bac_bin045~Esin_metagenome_contig_001078.region001	Esin_metagenome_contig_001078	Esin_metagenome_contig_001078	betalactone	Others		
Esin_bac_bin046~Esin_metagenome_contig_052613.region001	Esin_metagenome_contig_052613	Esin_metagenome_contig_052613	ranthipeptide	RiPPs		
Esin_bac_bin047~Esin_metagenome_contig_027195.region001	Esin_metagenome_contig_027195	Esin_metagenome_contig_027195	ranthipeptide	RiPPs		
Esin_bac_bin047~Esin_metagenome_contig_027481.region001	Esin_metagenome_contig_027481	Esin_metagenome_contig_027481	NRPS-like	NRPS		
Esin_bac_bin047~Esin_metagenome_contig_063720.region001	Esin_metagenome_contig_063720	Esin_metagenome_contig_063720	RRE-containing	RiPPs		
Esin_bac_bin047~Esin_metagenome_contig_063731.region001	Esin_metagenome_contig_063731	Esin_metagenome_contig_063731	betalactone	Others		
Esin_bac_bin048~Esin_metagenome_contig_000191.region001	Esin_metagenome_contig_000191	Esin_metagenome_contig_000191	betalactone	Others		
Esin_bac_bin048~Esin_metagenome_contig_000657.region001	Esin_metagenome_contig_000657	Esin_metagenome_contig_000657	ranthipeptide	RiPPs		
Esin_bac_bin049~Esin_metagenome_contig_035433.region001	Esin_metagenome_contig_035433	Esin_metagenome_contig_035433	NRPS	NRPS		
Esin_bac_bin049~Esin_metagenome_contig_050454.region001	Esin_metagenome_contig_050454	Esin_metagenome_contig_050454	NRPS-like	NRPS		
Esin_bac_bin050~Esin_metagenome_contig_000399.region001	Esin_metagenome_contig_000399	Esin_metagenome_contig_000399	ranthipeptide	RiPPs		
Esin_bac_bin051~Esin_metagenome_contig_018861.region001	Esin_metagenome_contig_018861	Esin_metagenome_contig_018861	ranthipeptide	RiPPs		
Esin_bac_bin052~Esin_metagenome_contig_007421.region001	Esin_metagenome_contig_007421	Esin_metagenome_contig_007421	ranthipeptide	RiPPs		
Esin_bac_bin052~Esin_metagenome_contig_013455.region001	Esin_metagenome_contig_013455	Esin_metagenome_contig_013455	RiPP-like	RiPPs		
Esin_bac_bin052~Esin_metagenome_contig_036217.region001	Esin_metagenome_contig_036217	Esin_metagenome_contig_036217	thiopeptide	RiPPs		
Esin_bac_bin053~Esin_metagenome_contig_000634.region001	Esin_metagenome_contig_000634	Esin_metagenome_contig_000634	RRE-containing	RiPPs		
Esin_bac_bin054~Esin_metagenome_contig_004202.region001	Esin_metagenome_contig_004202	Esin_metagenome_contig_004202	ranthipeptide	RiPPs		
Esin_bac_bin055~Esin_metagenome_contig_011761.region001	Esin_metagenome_contig_011761	Esin_metagenome_contig_011761	RRE-containing	RiPPs		
Esin_bac_bin056~Esin_metagenome_contig_001688.region001	Esin_metagenome_contig_001688	Esin_metagenome_contig_001688	lassopeptide	RiPPs		
Esin_bac_bin056~Esin_metagenome_contig_003039.region001	Esin_metagenome_contig_003039	Esin_metagenome_contig_003039	betalactone	Others		
Esin_bac_bin058~Esin_metagenome_contig_000531.region001	Esin_metagenome_contig_000531	Esin_metagenome_contig_000531	arylpolyene	Others		
Esin_bac_bin058~Esin_metagenome_contig_000531.region002	Esin_metagenome_contig_000531	Esin_metagenome_contig_000531	lassopeptide	RiPPs		
Esin_bac_bin058~Esin_metagenome_contig_002406.region001	Esin_metagenome_contig_002406	Esin_metagenome_contig_002406	betalactone	Others		
Esin_bac_bin059~Esin_metagenome_contig_026587.region001	Esin_metagenome_contig_026587	Esin_metagenome_contig_026587	ranthipeptide	RiPPs		
Esin_bac_bin060~Esin_metagenome_contig_004373.region001	Esin_metagenome_contig_004373	Esin_metagenome_contig_004373	ranthipeptide	RiPPs		
Esin_bac_bin060~Esin_metagenome_contig_006310.region001	Esin_metagenome_contig_006310	Esin_metagenome_contig_006310	phosphonate	Others		
Esin_bac_bin066~Esin_metagenome_contig_001808.region001	Esin_metagenome_contig_001808	Esin_metagenome_contig_001808	ranthipeptide	RiPPs		
Esin_bac_bin067~Esin_metagenome_contig_000322.region001	Esin_metagenome_contig_000322	Esin_metagenome_contig_000322	ranthipeptide	RiPPs		
Esin_bac_bin068~Esin_metagenome_contig_022581.region001	Esin_metagenome_contig_022581	Esin_metagenome_contig_022581	RiPP-like	RiPPs		
Esin_bac_bin068~Esin_metagenome_contig_101514.region001	Esin_metagenome_contig_101514	Esin_metagenome_contig_101514	NRPS	NRPS		
Esin_bac_bin068~Esin_metagenome_contig_197833.region001	Esin_metagenome_contig_197833	Esin_metagenome_contig_197833	NRPS-like	NRPS		
Esin_bac_bin069~Esin_metagenome_contig_015100.region001	Esin_metagenome_contig_015100	Esin_metagenome_contig_015100	ranthipeptide	RiPPs		
Esin_bac_bin069~Esin_metagenome_contig_036188.region001	Esin_metagenome_contig_036188	Esin_metagenome_contig_036188	phosphonate	Others		
Esin_bac_bin070~Esin_metagenome_contig_003614.region001	Esin_metagenome_contig_003614	Esin_metagenome_contig_003614	ranthipeptide	RiPPs		
Esin_bac_bin070~Esin_metagenome_contig_005752.region001	Esin_metagenome_contig_005752	Esin_metagenome_contig_005752	phosphonate	Others		
Esin_bac_bin071~Esin_metagenome_contig_003082.region001	Esin_metagenome_contig_003082	Esin_metagenome_contig_003082	ranthipeptide	RiPPs		
Esin_bac_bin072~Esin_metagenome_contig_007597.region001	Esin_metagenome_contig_007597	Esin_metagenome_contig_007597	cyclic-lactone-autoinducer	RiPPs		
Esin_bac_bin072~Esin_metagenome_contig_028359.region001	Esin_metagenome_contig_028359	Esin_metagenome_contig_028359	RRE-containing	RiPPs		
Esin_bac_bin072~Esin_metagenome_contig_028876.region001	Esin_metagenome_contig_028876	Esin_metagenome_contig_028876	RRE-containing	RiPPs		
Esin_bac_bin072~Esin_metagenome_contig_067821.region001	Esin_metagenome_contig_067821	Esin_metagenome_contig_067821	ranthipeptide	RiPPs		
Esin_bac_bin074~Esin_metagenome_contig_000098.region001	Esin_metagenome_contig_000098	Esin_metagenome_contig_000098	ranthipeptide	RiPPs		
Esin_bac_bin074~Esin_metagenome_contig_000175.region001	Esin_metagenome_contig_000175	Esin_metagenome_contig_000175	ranthipeptide	RiPPs		
Esin_bac_bin074~Esin_metagenome_contig_000520.region001	Esin_metagenome_contig_000520	Esin_metagenome_contig_000520	PKS-like.NRPS.transAT-PKS	PKS-NRP_Hybrids		
Esin_bac_bin074~Esin_metagenome_contig_000565.region001	Esin_metagenome_contig_000565	Esin_metagenome_contig_000565	cyclic-lactone-autoinducer	RiPPs		
Esin_bac_bin074~Esin_metagenome_contig_000794.region001	Esin_metagenome_contig_000794	Esin_metagenome_contig_000794	RiPP-like	RiPPs		
Esin_bac_bin074~Esin_metagenome_contig_001153.region001	Esin_metagenome_contig_001153	Esin_metagenome_contig_001153	cyclic-lactone-autoinducer	RiPPs		
Esin_bac_bin074~Esin_metagenome_contig_001290.region001	Esin_metagenome_contig_001290	Esin_metagenome_contig_001290	lanthipeptide-class-ii	RiPPs		
Esin_bac_bin074~Esin_metagenome_contig_005067.region001	Esin_metagenome_contig_005067	Esin_metagenome_contig_005067	cyclic-lactone-autoinducer	RiPPs		
Esin_bac_bin075~Esin_metagenome_contig_000003.region001	Esin_metagenome_contig_000003	Esin_metagenome_contig_000003	RiPP-like	RiPPs		
Esin_bac_bin075~Esin_metagenome_contig_000003.region002	Esin_metagenome_contig_000003	Esin_metagenome_contig_000003	cyclic-lactone-autoinducer	RiPPs		
Esin_bac_bin075~Esin_metagenome_contig_000003.region003	Esin_metagenome_contig_000003	Esin_metagenome_contig_000003	ranthipeptide	RiPPs		
Esin_bac_bin075~Esin_metagenome_contig_000003.region004	Esin_metagenome_contig_000003	Esin_metagenome_contig_000003	cyclic-lactone-autoinducer	RiPPs		
Esin_bac_bin076~Esin_metagenome_contig_001644.region001	Esin_metagenome_contig_001644	Esin_metagenome_contig_001644	NRPS-like	NRPS		
