file                format  type  num_seqs    sum_len    min_len      avg_len    max_len
Pful_bac_bin462.fa  FASTA   DNA          3  1,820,784      2,119      606,928  1,426,750
Pful_bac_bin463.fa  FASTA   DNA          2    953,424     37,865      476,712    915,559
Pful_bac_bin464.fa  FASTA   DNA          8    769,845      8,114     96,230.6    373,915
Pful_bac_bin465.fa  FASTA   DNA         15    711,717      3,697     47,447.8    192,377
Pful_bac_bin466.fa  FASTA   DNA          3  1,028,764     61,007    342,921.3    574,826
Pful_bac_bin467.fa  FASTA   DNA          4    991,813      7,267    247,953.3    878,470
Pful_bac_bin468.fa  FASTA   DNA          1  1,106,286  1,106,286    1,106,286  1,106,286
Pful_bac_bin469.fa  FASTA   DNA          4    999,305      2,124    249,826.3    981,419
Pful_bac_bin470.fa  FASTA   DNA         43  2,061,786      2,372     47,948.5    428,174
Pful_bac_bin471.fa  FASTA   DNA         29  1,635,975      2,250     56,412.9    184,506
Pful_bac_bin472.fa  FASTA   DNA        330  3,058,820      2,018      9,269.2     68,459
Pful_bac_bin473.fa  FASTA   DNA          3  3,994,976      7,766  1,331,658.7  3,978,870
Pful_bac_bin474.fa  FASTA   DNA          5  3,317,400      2,167      663,480  3,256,553
Pful_bac_bin475.fa  FASTA   DNA          8  5,184,375     45,378    648,046.9  1,862,208
Pful_bac_bin476.fa  FASTA   DNA         89  4,497,921      2,121     50,538.4    308,310
Pful_bac_bin477.fa  FASTA   DNA        127  3,390,635      2,001     26,697.9    207,806
Pful_bac_bin478.fa  FASTA   DNA        101  2,247,189      2,078     22,249.4    187,118
Pful_bac_bin479.fa  FASTA   DNA         59  1,831,682      2,031     31,045.5    204,138
Pful_bac_bin480.fa  FASTA   DNA         68  2,892,071      2,038     42,530.5    183,331
Pful_bac_bin481.fa  FASTA   DNA         57  2,162,102      4,340     37,931.6    106,905
Pful_bac_bin482.fa  FASTA   DNA         46  2,616,702      2,435     56,884.8    489,147
Pful_bac_bin483.fa  FASTA   DNA        125  2,585,441      2,019     20,683.5    278,609
Pful_bac_bin484.fa  FASTA   DNA         34  2,969,054      2,010     87,325.1    423,649
Pful_bac_bin485.fa  FASTA   DNA         52  2,886,483      2,023     55,509.3  1,892,305
Pful_bac_bin486.fa  FASTA   DNA        348  2,835,218      2,009      8,147.2     91,840
Pful_bac_bin487.fa  FASTA   DNA          8  2,918,599     15,998    364,824.9    708,241
Pful_bac_bin488.fa  FASTA   DNA         21  1,871,756      2,083     89,131.2    345,160
Pful_bac_bin489.fa  FASTA   DNA         34  3,332,361     29,950     98,010.6    307,021
Pful_bac_bin490.fa  FASTA   DNA         78  4,368,412      2,047     56,005.3    648,572
Pful_bac_bin491.fa  FASTA   DNA         58  2,882,349      2,689     49,695.7    612,887
Pful_bac_bin492.fa  FASTA   DNA          3  3,120,842     38,984  1,040,280.7  3,031,473
Pful_bac_bin493.fa  FASTA   DNA         42  2,891,030      2,316       68,834    918,071
