protein	KO	pathway
OG0005723	K03347	ko04120
OG0005723	K03347	ko04141
OG0005723	K03347	ko04310
OG0005723	K03347	ko04340
OG0005723	K03347	ko04341
OG0005723	K03347	ko04350
OG0005723	K03347	ko04710
OG0005723	K03347	ko05131
OG0005723	K03347	ko05170
OG0005723	K03347	ko05200
OG0005723	K03870	ko04066
OG0005723	K03870	ko04120
OG0005723	K03870	ko05200
OG0005723	K03870	ko05211
OG0005725	K02365	ko04110
OG0005725	K02365	ko04111
OG0005725	K02365	ko04113
OG0005725	K02365	ko04114
OG0005725	K02365	ko05166
OG0005727	K01555	ko00350
OG0005727	K01555	ko00643
OG0005727	K01555	ko01100
OG0005727	K01555	ko01120
OG0005728	K00287	ko00670
OG0005728	K00287	ko00790
OG0005728	K00287	ko01100
OG0005728	K00287	ko01240
OG0005728	K00287	ko01523
OG0005728	K00287	ko04981
OG0005729	K01580	ko00250
OG0005729	K01580	ko00410
OG0005729	K01580	ko00430
OG0005729	K01580	ko00650
OG0005729	K01580	ko01100
OG0005729	K01580	ko01110
OG0005729	K01580	ko01120
OG0005729	K01580	ko02024
OG0005729	K01580	ko04727
OG0005729	K01580	ko04940
OG0005732	K03015	ko03020
OG0005732	K03015	ko03420
OG0005732	K03015	ko05016
OG0005734	K03671	ko04621
OG0005734	K03671	ko05012
OG0005734	K03671	ko05132
OG0005734	K03671	ko05418
OG0005742	K16795	ko00565
OG0005742	K16795	ko01100
OG0005747	K04346	ko04010
OG0005747	K04346	ko04022
OG0005747	K04346	ko04071
OG0005747	K04346	ko04072
OG0005747	K04346	ko04081
OG0005747	K04346	ko04270
OG0005747	K04346	ko04361
OG0005747	K04346	ko04730
OG0005747	K04346	ko04810
OG0005747	K04346	ko04928
OG0005747	K04346	ko05130
OG0005747	K04346	ko05163
OG0005747	K04346	ko05200
OG0005749	K13098	ko03015
OG0005749	K13098	ko03040
OG0005749	K13098	ko05014
OG0005749	K13098	ko05022
OG0005749	K13098	ko05202
OG0005750	K12460	ko04722
OG0005754	K14565	ko03008
OG0005761	K10577	ko03013
OG0005761	K10577	ko04064
OG0005761	K10577	ko04120
OG0005761	K10577	ko05206
OG0005762	K11644	ko04139
OG0005762	K11644	ko04350
OG0005762	K11644	ko04919
OG0005762	K11644	ko05016
OG0005762	K11644	ko05169
OG0005762	K11644	ko05202
OG0005764	K15188	ko03250
OG0005764	K15188	ko05202
OG0005765	K08025	ko04950
OG0005767	K14716	ko05010
OG0005767	K14716	ko05012
OG0005771	K12751	ko04270
OG0005771	K12751	ko04530
OG0005771	K12751	ko04814
OG0005771	K12751	ko04921
OG0005772	K02156	ko04320
OG0005774	K08670	ko05206
OG0005776	K11652	ko03082
OG0005776	K11652	ko04714
OG0005776	K11652	ko05225
OG0005780	K12486	ko04144
OG0005781	K11343	ko03082
OG0005782	K00721	ko00510
OG0005782	K00721	ko01100
OG0005783	K01469	ko00480
OG0005783	K01469	ko01100
OG0005787	K12856	ko03040
OG0005798	K07870	ko04137
OG0005798	K07870	ko04214
OG0005799	K02957	ko03010
OG0005799	K02957	ko05171
OG0005801	K11728	ko03082
OG0005802	K05037	ko04721
OG0005802	K05037	ko04726
OG0005805	K01063	ko00981
OG0005806	K12834	ko03040
OG0005810	K27045	ko04137
OG0005811	K03955	ko00190
OG0005811	K03955	ko01100
OG0005811	K03955	ko04714
OG0005811	K03955	ko04723
OG0005811	K03955	ko04932
OG0005811	K03955	ko05010
OG0005811	K03955	ko05012
OG0005811	K03955	ko05014
OG0005811	K03955	ko05016
OG0005811	K03955	ko05020
OG0005811	K03955	ko05022
OG0005811	K03955	ko05208
OG0005811	K03955	ko05415
OG0005811	K02078	ko00998
OG0005811	K02078	ko01100
OG0005811	K02078	ko01110
OG0005814	K00699	ko00040
OG0005814	K00699	ko00053
OG0005814	K00699	ko00140
OG0005814	K00699	ko00830
OG0005814	K00699	ko00860
OG0005814	K00699	ko00980
OG0005814	K00699	ko00982
OG0005814	K00699	ko00983
OG0005814	K00699	ko01100
OG0005814	K00699	ko01110
OG0005814	K00699	ko01240
OG0005814	K00699	ko04976
OG0005814	K00699	ko05204
OG0005814	K00699	ko05207
OG0005818	K15171	ko03250
OG0005820	K18162	ko04714
OG0005821	K01874	ko00450
OG0005821	K01874	ko00970
OG0005821	K01874	ko01100
OG0005822	K09237	ko04013
OG0005824	K01077	ko00730
OG0005824	K01077	ko00790
OG0005824	K01077	ko01100
OG0005824	K01077	ko01240
OG0005824	K01077	ko02020
OG0005825	K04506	ko04013
OG0005825	K04506	ko04115
OG0005825	K04506	ko04120
OG0005825	K04506	ko04137
OG0005825	K04506	ko04310
OG0005826	K03626	ko04928
OG0005829	K07819	ko00601
OG0005829	K07819	ko01100
OG0005830	K14025	ko04141
OG0005833	K00731	ko00512
OG0005833	K00731	ko00514
OG0005833	K00731	ko01100
OG0005835	K09586	ko04141
OG0005840	K06630	ko04011
OG0005840	K06630	ko04110
OG0005840	K06630	ko04114
OG0005840	K06630	ko04151
OG0005840	K06630	ko04390
OG0005840	K06630	ko04391
OG0005840	K06630	ko04621
OG0005840	K06630	ko04722
OG0005840	K06630	ko05160
OG0005840	K06630	ko05203
OG0005841	K16056	ko04020
OG0005841	K16056	ko04024
OG0005841	K16056	ko04611
OG0005841	K16056	ko04924
OG0005841	K16056	ko04925
OG0005841	K16056	ko04927
OG0005841	K16056	ko04934
OG0005841	K16056	ko05340
OG0005842	K10276	ko03083
OG0005844	K12392	ko04142
OG0005844	K12392	ko05170
OG0005849	K22203	ko00350
OG0005849	K22203	ko01100
OG0005853	K15306	ko05166
OG0005853	K15306	ko05203
OG0005855	K05743	ko04360
OG0005855	K05743	ko04666
OG0005855	K05743	ko04810
OG0005855	K05743	ko05135
OG0005855	K05743	ko05170
OG0005858	K00161	ko00010
OG0005858	K00161	ko00020
OG0005858	K00161	ko00620
OG0005858	K00161	ko00785
OG0005858	K00161	ko01100
OG0005858	K00161	ko01110
OG0005858	K00161	ko01120
OG0005858	K00161	ko01200
OG0005858	K00161	ko01210
OG0005858	K00161	ko04066
OG0005858	K00161	ko04922
OG0005858	K00161	ko05230
OG0005858	K00161	ko05415
OG0005859	K08509	ko04130
OG0005859	K08509	ko04140
OG0005862	K15144	ko01522
OG0005862	K15144	ko04919
OG0005863	K01389	ko04614
OG0005863	K01389	ko04640
OG0005863	K01389	ko04974
OG0005863	K01389	ko05010
OG0005864	K06484	ko03266
OG0005864	K06484	ko04145
OG0005864	K06484	ko04151
OG0005864	K06484	ko04510
OG0005864	K06484	ko04512
OG0005864	K06484	ko04640
OG0005864	K06484	ko04810
OG0005864	K06484	ko04820
OG0005864	K06484	ko05100
OG0005864	K06484	ko05131
OG0005864	K06484	ko05133
OG0005864	K06484	ko05135
OG0005864	K06484	ko05165
OG0005864	K06484	ko05168
OG0005864	K06484	ko05205
OG0005864	K06484	ko05206
OG0005864	K06484	ko05410
OG0005864	K06484	ko05412
OG0005864	K06484	ko05414
OG0005868	K11422	ko00310
OG0005868	K11422	ko01100
OG0005869	K00416	ko00190
OG0005869	K00416	ko01100
OG0005869	K00416	ko04260
OG0005869	K00416	ko04714
OG0005869	K00416	ko04932
OG0005869	K00416	ko05010
OG0005869	K00416	ko05012
OG0005869	K00416	ko05014
OG0005869	K00416	ko05016
OG0005869	K00416	ko05020
OG0005869	K00416	ko05022
OG0005869	K00416	ko05208
OG0005869	K00416	ko05415
OG0005871	K03434	ko00563
OG0005871	K03434	ko01100
OG0005872	K03538	ko03008
OG0005873	K05213	ko04020
OG0005873	K05213	ko04024
OG0005873	K05213	ko04080
OG0005873	K05213	ko04724
OG0005873	K05213	ko05017
OG0005873	K05213	ko05020
OG0005873	K05213	ko05030
OG0005873	K05213	ko05031
OG0005873	K05213	ko05033
OG0005873	K05213	ko05034
OG0005874	K14306	ko03013
OG0005874	K14306	ko05014
OG0005875	K05728	ko05120
OG0005876	K12397	ko04142
OG0005877	K20915	ko04621
OG0005878	K02991	ko01521
OG0005878	K02991	ko03010
OG0005878	K02991	ko04066
OG0005878	K02991	ko04150
OG0005878	K02991	ko04151
OG0005878	K02991	ko04371
OG0005878	K02991	ko04714
OG0005878	K02991	ko04910
OG0005878	K02991	ko05171
OG0005878	K02991	ko05205
OG0005883	K20009	ko04214
OG0005883	K20009	ko04215
OG0005884	K06030	ko04137
OG0005884	K06030	ko04214
OG0005884	K06030	ko04621
OG0005884	K06030	ko05012
OG0005884	K06030	ko05022
OG0005885	K01466	ko00230
OG0005885	K01466	ko01100
OG0005885	K01466	ko01120
OG0005892	K07904	ko04144
OG0005892	K07904	ko04961
OG0005892	K07904	ko04962
OG0005892	K07904	ko04972
OG0005892	K07904	ko05164
OG0005893	K11664	ko03082
OG0005894	K10585	ko04120
OG0005897	K23362	ko00563
OG0005897	K23362	ko01100
OG0005903	K03018	ko03020
OG0005903	K03018	ko04623
OG0005907	K04515	ko04012
OG0005907	K04515	ko04020
OG0005907	K04515	ko04024
OG0005907	K04515	ko04066
OG0005907	K04515	ko04114
OG0005907	K04515	ko04148
OG0005907	K04515	ko04217
OG0005907	K04515	ko04261
OG0005907	K04515	ko04310
OG0005907	K04515	ko04360
OG0005907	K04515	ko04713
OG0005907	K04515	ko04720
OG0005907	K04515	ko04722
OG0005907	K04515	ko04725
OG0005907	K04515	ko04728
OG0005907	K04515	ko04740
OG0005907	K04515	ko04745
OG0005907	K04515	ko04750
OG0005907	K04515	ko04911
OG0005907	K04515	ko04912
OG0005907	K04515	ko04916
OG0005907	K04515	ko04921
OG0005907	K04515	ko04922
OG0005907	K04515	ko04925
OG0005907	K04515	ko04934
OG0005907	K04515	ko04971
OG0005907	K04515	ko05012
OG0005907	K04515	ko05022
OG0005907	K04515	ko05031
OG0005907	K04515	ko05152
OG0005907	K04515	ko05200
OG0005907	K04515	ko05205
OG0005907	K04515	ko05214
OG0005907	K04515	ko05415
OG0005907	K04515	ko05417
OG0005908	K00820	ko00250
OG0005908	K00820	ko00520
OG0005908	K00820	ko01100
OG0005908	K00820	ko01250
OG0005908	K00820	ko04931
OG0005908	K00820	ko05415
OG0005910	K03102	ko04320
OG0005913	K11251	ko03082
OG0005913	K11251	ko04217
OG0005913	K11251	ko04613
OG0005913	K11251	ko05034
OG0005913	K11251	ko05322
OG0005914	K00920	ko00562
OG0005914	K00920	ko01100
OG0005914	K00920	ko04070
OG0005914	K00920	ko04810
OG0005924	K10583	ko04120
OG0005926	K05293	ko00563
OG0005926	K05293	ko01100
OG0005929	K14688	ko04978
OG0005931	K12848	ko03040
OG0005937	K06125	ko00130
OG0005937	K06125	ko01100
OG0005937	K06125	ko01110
OG0005937	K06125	ko01240
OG0005937	K03179	ko00130
OG0005937	K03179	ko01100
OG0005937	K03179	ko01110
OG0005937	K03179	ko01240
OG0005942	K16184	ko04140
OG0005942	K16184	ko04150
OG0005942	K16184	ko04152
OG0005942	K16184	ko04211
OG0005942	K16184	ko04213
OG0005942	K16184	ko04714
OG0005942	K16184	ko05131
OG0005944	K01883	ko00970
OG0005945	K00894	ko00564
OG0005945	K00894	ko01100
OG0005946	K04734	ko04024
OG0005946	K04734	ko04062
OG0005946	K04734	ko04064
OG0005946	K04734	ko04210
OG0005946	K04734	ko04380
OG0005946	K04734	ko04620
OG0005946	K04734	ko04621
OG0005946	K04734	ko04622
OG0005946	K04734	ko04623
OG0005946	K04734	ko04624
OG0005946	K04734	ko04625
OG0005946	K04734	ko04657
OG0005946	K04734	ko04658
OG0005946	K04734	ko04659
OG0005946	K04734	ko04660
OG0005946	K04734	ko04662
OG0005946	K04734	ko04668
OG0005946	K04734	ko04722
OG0005946	K04734	ko04920
OG0005946	K04734	ko04926
OG0005946	K04734	ko04931
OG0005946	K04734	ko04936
OG0005946	K04734	ko05120
OG0005946	K04734	ko05130
OG0005946	K04734	ko05131
OG0005946	K04734	ko05132
OG0005946	K04734	ko05134
OG0005946	K04734	ko05135
OG0005946	K04734	ko05140
OG0005946	K04734	ko05142
OG0005946	K04734	ko05145
OG0005946	K04734	ko05160
OG0005946	K04734	ko05161
OG0005946	K04734	ko05162
OG0005946	K04734	ko05163
OG0005946	K04734	ko05164
OG0005946	K04734	ko05166
OG0005946	K04734	ko05167
OG0005946	K04734	ko05168
OG0005946	K04734	ko05169
OG0005946	K04734	ko05170
OG0005946	K04734	ko05171
OG0005946	K04734	ko05200
OG0005946	K04734	ko05203
OG0005946	K04734	ko05208
OG0005946	K04734	ko05215
OG0005946	K04734	ko05220
OG0005946	K04734	ko05222
OG0005946	K04734	ko05235
OG0005946	K04734	ko05417
OG0005947	K09553	ko05020
OG0005948	K01512	ko00620
OG0005948	K01512	ko00627
OG0005948	K01512	ko01100
OG0005948	K01512	ko01120
OG0005955	K10426	ko04814
OG0005955	K10426	ko04962
OG0005955	K10426	ko05014
OG0005955	K10426	ko05016
OG0005955	K10426	ko05022
OG0005955	K10426	ko05132
OG0005956	K02955	ko03010
OG0005956	K02955	ko05171
OG0005957	K19970	ko00230
OG0005957	K19970	ko00240
OG0005957	K19970	ko00760
OG0005957	K19970	ko01100
OG0005957	K19970	ko01110
OG0005957	K19970	ko01232
OG0005958	K14286	ko00564
OG0005958	K14286	ko01100
OG0005959	K01679	ko00020
OG0005959	K01679	ko00620
OG0005959	K01679	ko00720
OG0005959	K01679	ko01100
OG0005959	K01679	ko01110
OG0005959	K01679	ko01120
OG0005959	K01679	ko01200
OG0005959	K01679	ko04934
OG0005959	K01679	ko05200
OG0005959	K01679	ko05211
OG0005960	K04714	ko00564
OG0005960	K04714	ko00600
OG0005960	K04714	ko01100
OG0005960	K04714	ko01110
OG0005960	K04714	ko04071
OG0005961	K13963	ko05146
OG0005963	K13963	ko05146
OG0005964	K13963	ko05146
OG0005966	K00787	ko00900
OG0005966	K00787	ko01100
OG0005966	K00787	ko01110
OG0005966	K00787	ko05164
OG0005966	K00787	ko05166
OG0005975	K12625	ko03018
OG0005975	K12625	ko03040
OG0005976	K14558	ko03008
OG0005977	K02155	ko00190
OG0005977	K02155	ko01100
OG0005977	K02155	ko04142
OG0005977	K02155	ko04145
OG0005977	K02155	ko04721
OG0005977	K02155	ko04966
OG0005977	K02155	ko05110
OG0005977	K02155	ko05120
OG0005977	K02155	ko05152
OG0005977	K02155	ko05165
OG0005977	K02155	ko05323
OG0005978	K09488	ko05012
OG0005978	K09488	ko05022
OG0005978	K04079	ko04141
OG0005978	K04079	ko04151
OG0005978	K04079	ko04217
OG0005978	K04079	ko04612
OG0005978	K04079	ko04621
OG0005978	K04079	ko04626
OG0005978	K04079	ko04657
OG0005978	K04079	ko04659
OG0005978	K04079	ko04914
OG0005978	K04079	ko04915
OG0005978	K04079	ko05132
OG0005978	K04079	ko05200
OG0005978	K04079	ko05207
OG0005978	K04079	ko05215
OG0005978	K04079	ko05417
OG0005978	K04079	ko05418
OG0005979	K01204	ko00603
OG0005979	K01204	ko01100
OG0005979	K01204	ko04142
OG0005979	K07407	ko00052
OG0005979	K07407	ko00561
OG0005979	K07407	ko00600
OG0005979	K07407	ko00603
OG0005979	K07407	ko01100
OG0005980	K03165	ko03440
OG0005980	K03165	ko03460
OG0005985	K02677	ko01521
OG0005985	K02677	ko04010
OG0005985	K02677	ko04011
OG0005985	K02677	ko04012
OG0005985	K02677	ko04014
OG0005985	K02677	ko04015
OG0005985	K02677	ko04020
OG0005985	K02677	ko04066
OG0005985	K02677	ko04070
OG0005985	K02677	ko04071
OG0005985	K02677	ko04072
OG0005985	K02677	ko04139
OG0005985	K02677	ko04150
OG0005985	K02677	ko04151
OG0005985	K02677	ko04261
OG0005985	K02677	ko04270
OG0005985	K02677	ko04310
OG0005985	K02677	ko04360
OG0005985	K02677	ko04370
OG0005985	K02677	ko04510
OG0005985	K02677	ko04540
OG0005985	K02677	ko04613
OG0005985	K02677	ko04650
OG0005985	K02677	ko04664
OG0005985	K02677	ko04666
OG0005985	K02677	ko04670
OG0005985	K02677	ko04713
OG0005985	K02677	ko04720
OG0005985	K02677	ko04723
OG0005985	K02677	ko04724
OG0005985	K02677	ko04725
OG0005985	K02677	ko04726
OG0005985	K02677	ko04727
OG0005985	K02677	ko04728
OG0005985	K02677	ko04730
OG0005985	K02677	ko04745
OG0005985	K02677	ko04750
OG0005985	K02677	ko04911
OG0005985	K02677	ko04912
OG0005985	K02677	ko04916
OG0005985	K02677	ko04918
OG0005985	K02677	ko04919
OG0005985	K02677	ko04921
OG0005985	K02677	ko04925
OG0005985	K02677	ko04926
OG0005985	K02677	ko04928
OG0005985	K02677	ko04929
OG0005985	K02677	ko04933
OG0005985	K02677	ko04935
OG0005985	K02677	ko04960
OG0005985	K02677	ko04961
OG0005985	K02677	ko04970
OG0005985	K02677	ko04971
OG0005985	K02677	ko04972
OG0005985	K02677	ko05017
OG0005985	K02677	ko05022
OG0005985	K02677	ko05031
OG0005985	K02677	ko05032
OG0005985	K02677	ko05110
OG0005985	K02677	ko05143
OG0005985	K02677	ko05146
OG0005985	K02677	ko05161
OG0005985	K02677	ko05163
OG0005985	K02677	ko05164
OG0005985	K02677	ko05170
OG0005985	K02677	ko05171
OG0005985	K02677	ko05200
OG0005985	K02677	ko05205
OG0005985	K02677	ko05206
OG0005985	K02677	ko05207
OG0005985	K02677	ko05214
OG0005985	K02677	ko05223
OG0005985	K02677	ko05225
OG0005985	K02677	ko05231
OG0005985	K02677	ko05415
OG0005985	K02677	ko05417
OG0005989	K12860	ko03040
OG0005992	K00844	ko00010
OG0005992	K00844	ko00051
OG0005992	K00844	ko00052
OG0005992	K00844	ko00500
OG0005992	K00844	ko00520
OG0005992	K00844	ko00521
OG0005992	K00844	ko00524
OG0005992	K00844	ko01100
OG0005992	K00844	ko01110
OG0005992	K00844	ko01120
OG0005992	K00844	ko01200
OG0005992	K00844	ko01250
OG0005992	K00844	ko04066
OG0005992	K00844	ko04910
OG0005992	K00844	ko04930
OG0005992	K00844	ko04973
OG0005992	K00844	ko05131
OG0005992	K00844	ko05230
OG0005993	K14964	ko04934
OG0005994	K10370	ko04820
OG0005995	K08963	ko00270
OG0005995	K08963	ko01100
OG0005995	K00899	ko00270
OG0005995	K00899	ko01100
OG0005997	K08889	ko04520
OG0005998	K20180	ko04138
OG0005998	K20180	ko04140
OG0005998	K20180	ko04148
OG0005998	K20180	ko05132
OG0005999	K02128	ko00190
OG0005999	K02128	ko01100
OG0005999	K02128	ko04714
OG0005999	K02128	ko05010
OG0005999	K02128	ko05012
OG0005999	K02128	ko05014
OG0005999	K02128	ko05016
OG0005999	K02128	ko05020
OG0005999	K02128	ko05022
OG0005999	K02128	ko05208
OG0005999	K02128	ko05415
OG0006002	K03105	ko03060
OG0006005	K06704	ko04148
OG0006005	K06704	ko04361
OG0006005	K06704	ko05010
OG0006005	K06704	ko05120
OG0006007	K12896	ko03040
OG0006007	K12896	ko05014
OG0006007	K12896	ko05168
OG0006009	K10484	ko03460
OG0006011	K01835	ko00010
OG0006011	K01835	ko00030
OG0006011	K01835	ko00052
OG0006011	K01835	ko00230
OG0006011	K01835	ko00500
OG0006011	K01835	ko00520
OG0006011	K01835	ko00521
OG0006011	K01835	ko01100
OG0006011	K01835	ko01110
OG0006011	K01835	ko01120
OG0006011	K01835	ko01250
OG0006013	K04676	ko04081
OG0006013	K04676	ko04350
OG0006013	K04676	ko04390
OG0006013	K04676	ko04391
OG0006013	K04676	ko04550
OG0006013	K04676	ko05202
OG0006021	K00522	ko00860
OG0006021	K00522	ko04216
OG0006021	K00522	ko04217
OG0006021	K00522	ko04978
OG0006022	K20828	ko04980
OG0006025	K10687	ko04120
OG0006027	K04439	ko04010
OG0006027	K04439	ko04062
OG0006027	K04439	ko04144
OG0006027	K04439	ko04340
OG0006027	K04439	ko04728
OG0006027	K04439	ko04740
OG0006027	K04439	ko04926
OG0006027	K04439	ko04928
OG0006027	K04439	ko04929
OG0006027	K04439	ko05032
OG0006027	K04439	ko05207
OG0006028	K23957	ko04820
OG0006032	K02174	ko04214
OG0006032	K02174	ko04320
OG0006033	K14294	ko03013
OG0006033	K14294	ko03015
OG0006038	K09508	ko04141
OG0006039	K14034	ko04214
OG0006046	K01640	ko00280
OG0006046	K01640	ko00650
OG0006046	K01640	ko00907
OG0006046	K01640	ko01100
OG0006046	K01640	ko01120
OG0006046	K01640	ko04146
OG0006053	K00019	ko00650
OG0006053	K00019	ko01100
OG0006054	K00019	ko00650
OG0006054	K00019	ko01100
OG0006059	K20397	ko04150
OG0006060	K01893	ko00970
OG0006061	K14400	ko03015
OG0006063	K20724	ko03013
OG0006064	K02985	ko03010
OG0006064	K02985	ko05130
OG0006064	K02985	ko05132
OG0006064	K02985	ko05171
OG0006065	K01374	ko04142
OG0006065	K01374	ko04210
OG0006066	K00453	ko00380
OG0006066	K00453	ko01100
OG0006066	K00453	ko01240
OG0006067	K04359	ko01521
OG0006067	K04359	ko04010
OG0006067	K04359	ko04014
OG0006067	K04359	ko04015
OG0006067	K04359	ko04020
OG0006067	K04359	ko04072
OG0006067	K04359	ko04151
OG0006067	K04359	ko04510
OG0006067	K04359	ko04540
OG0006067	K04359	ko04630
OG0006067	K04359	ko04810
OG0006067	K04359	ko05200
OG0006067	K04359	ko05202
OG0006067	K04359	ko05206
OG0006067	K04359	ko05214
OG0006067	K04359	ko05215
OG0006067	K04359	ko05218
OG0006067	K04359	ko05231
OG0006067	K04359	ko05418
OG0006071	K01322	ko04614
OG0006072	K10105	ko00785
OG0006072	K10105	ko01100
OG0006072	K10105	ko01240
OG0006073	K00417	ko00190
OG0006073	K00417	ko01100
OG0006073	K00417	ko04260
OG0006073	K00417	ko04714
OG0006073	K00417	ko04932
OG0006073	K00417	ko05010
OG0006073	K00417	ko05012
OG0006073	K00417	ko05014
OG0006073	K00417	ko05016
OG0006073	K00417	ko05020
OG0006073	K00417	ko05022
OG0006073	K00417	ko05208
OG0006073	K00417	ko05415
OG0006084	K10871	ko03440
OG0006089	K15164	ko04919
OG0006093	K01672	ko00910
OG0006093	K01672	ko01100
OG0006094	K06058	ko04330
OG0006095	K14085	ko00010
OG0006095	K14085	ko00053
OG0006095	K14085	ko00071
OG0006095	K14085	ko00260
OG0006095	K14085	ko00280
OG0006095	K14085	ko00310
OG0006095	K14085	ko00330
OG0006095	K14085	ko00340
OG0006095	K14085	ko00380
OG0006095	K14085	ko00410
OG0006095	K14085	ko00561
OG0006095	K14085	ko00620
OG0006095	K14085	ko00670
OG0006095	K14085	ko01100
OG0006095	K14085	ko01110
OG0006095	K14085	ko01120
OG0006095	K14085	ko04936
OG0006096	K13174	ko03013
OG0006099	K25304	ko03020
OG0006107	K06685	ko04111
OG0006107	K06685	ko04390
OG0006107	K06685	ko04391
OG0006107	K06685	ko04392
OG0006108	K03260	ko05416
OG0006112	K14303	ko03013
OG0006112	K14303	ko05014
OG0006113	K10884	ko03450
OG0006114	K10395	ko04814
OG0006115	K10747	ko03030
OG0006115	K10747	ko03410
OG0006115	K10747	ko03420
OG0006115	K10747	ko03430
OG0006120	K01324	ko04610
OG0006121	K05731	ko04014
OG0006121	K05731	ko04015
OG0006121	K05731	ko04024
OG0006121	K05731	ko04062
OG0006121	K05731	ko04530
OG0006121	K05731	ko04810
OG0006121	K05731	ko05205
OG0006123	K07252	ko00510
OG0006123	K07252	ko01100
OG0006125	K14306	ko03013
OG0006125	K14306	ko05014
OG0006131	K12366	ko04062
OG0006131	K12366	ko04148
OG0006131	K12366	ko05100
OG0006131	K12366	ko05131
OG0006131	K12366	ko05132
OG0006131	K12366	ko05135
OG0006133	K23552	ko00563
OG0006133	K23552	ko01100
OG0006137	K06826	ko04820
OG0006140	K12589	ko03018
OG0006142	K21773	ko04218
OG0006143	K14295	ko03013
OG0006143	K14295	ko05014
OG0006145	K01115	ko00564
OG0006145	K01115	ko00565
OG0006145	K01115	ko01100
OG0006145	K01115	ko01110
OG0006145	K01115	ko04014
OG0006145	K01115	ko04024
OG0006145	K01115	ko04071
OG0006145	K01115	ko04072
OG0006145	K01115	ko04144
OG0006145	K01115	ko04666
OG0006145	K01115	ko04724
OG0006145	K01115	ko04912
OG0006145	K01115	ko04928
OG0006145	K01115	ko05200
OG0006145	K01115	ko05208
OG0006145	K01115	ko05212
OG0006145	K01115	ko05231
OG0006146	K17452	ko03083
OG0006147	K01892	ko00970
OG0006149	K15009	ko04724
OG0006150	K24242	ko00240
OG0006150	K24242	ko01100
OG0006150	K24242	ko01232
OG0006153	K09442	ko04361
OG0006154	K05679	ko02010
OG0006154	K05679	ko05417
OG0006156	K12662	ko03040
OG0006158	K03962	ko00190
OG0006158	K03962	ko01100
OG0006158	K03962	ko04714
OG0006158	K03962	ko04723
OG0006158	K03962	ko04932
OG0006158	K03962	ko05010
OG0006158	K03962	ko05012
OG0006158	K03962	ko05014
OG0006158	K03962	ko05016
OG0006158	K03962	ko05020
OG0006158	K03962	ko05022
OG0006158	K03962	ko05208
OG0006158	K03962	ko05415
OG0006159	K03949	ko00190
OG0006159	K03949	ko01100
OG0006159	K03949	ko04714
OG0006159	K03949	ko04723
OG0006159	K03949	ko04932
OG0006159	K03949	ko05010
OG0006159	K03949	ko05012
OG0006159	K03949	ko05014
OG0006159	K03949	ko05016
OG0006159	K03949	ko05020
OG0006159	K03949	ko05022
OG0006159	K03949	ko05208
OG0006159	K03949	ko05415
OG0006161	K13644	ko00440
OG0006161	K13644	ko00564
OG0006161	K13644	ko00565
OG0006161	K13644	ko01100
OG0006161	K13644	ko01110
OG0006162	K02888	ko03010
OG0006164	K03372	ko00604
OG0006164	K03372	ko01100
OG0006168	K00830	ko00250
OG0006168	K00830	ko00260
OG0006168	K00830	ko00630
OG0006168	K00830	ko00680
OG0006168	K00830	ko01100
OG0006168	K00830	ko01110
OG0006168	K00830	ko01120
OG0006168	K00830	ko01200
OG0006168	K00830	ko01210
OG0006168	K00830	ko04146
OG0006169	K01540	ko04022
OG0006169	K01540	ko04024
