gene	KO
Pame_06449.t1	K00624
Pame_06450.t1	K05754
Pame_06451.t1	K02918
Pame_06452.t1	K16219
Pame_06453.t1	K20358
Pame_06454.t1	K11188
Pame_06455.t1	K11188
Pame_06456.t1	K07881
Pame_06457.t1	K11113
Pame_06459.t1	K06084
Pame_06460.t1	K04306
Pame_06465.t1	K01908
Pame_06466.t1	K12585
Pame_06467.t1	K02990
Pame_06468.t1	K08516
Pame_06469.t1	K21548
Pame_06470.t1	K05858
Pame_06471.t1	K06115
Pame_06472.t1	K21893
Pame_06473.t1	K16340
Pame_06474.t1	K16340
Pame_06475.t1	K16340
Pame_06476.t1	K19919
Pame_06477.t1	K19919
Pame_06478.t1	K24253
Pame_06479.t1	K04567
Pame_06480.t1	K01135
Pame_06481.t1	K04533
Pame_06482.t1	K05610
Pame_06483.t1	K00587
Pame_06484.t1	K14050
Pame_06485.t1	K18342
Pame_06486.t1	K17887
Pame_06487.t1	K10669
Pame_06488.t1	K18709
Pame_06492.t1	K12616
Pame_06493.t1	K12616
Pame_06494.t1	K14773
Pame_06495.t1	K05543
Pame_06496.t2	K17404
Pame_06499.t1	K05544
Pame_06500.t1	K10250
Pame_06502.t1	K10249
Pame_06504.t2	K16812
Pame_06505.t1	K27906
Pame_06506.t1	K24195
Pame_06508.t1	K08835
Pame_06509.t2	K14388
Pame_06509.t2	K03307
Pame_06514.t1	K09228
Pame_06514.t1	K09191
Pame_06516.t1	K05619
Pame_06519.t1	K05619
Pame_06522.t1	K10183
Pame_06525.t1	K10183
Pame_06526.t1	K10185
Pame_06528.t1	K17404
Pame_06530.t1	K00665
Pame_06531.t1	K20298
Pame_06536.t1	K02999
Pame_06537.t1	K02999
Pame_06538.t1	K15292
Pame_06539.t1	K01940
Pame_06545.t1	K22984
Pame_06546.t1	K22984
Pame_06547.t1	K22984
Pame_06553.t1	K14007
Pame_06555.t1	K12318
Pame_06556.t1	K12318
Pame_06557.t1	K12318
Pame_06559.t1	K12318
Pame_06560.t1	K12319
Pame_06568.t1	K04512
Pame_06571.t1	K10397
Pame_06572.t1	K03954
Pame_06573.t1	K14999
Pame_06574.t1	K14999
Pame_06574.t1	K15003
Pame_06575.t1	K14999
Pame_06577.t1	K14999
Pame_06579.t1	K11667
Pame_06580.t1	K08635
Pame_06581.t1	K17681
Pame_06582.t1	K00033
Pame_06583.t1	K13761
Pame_06586.t1	K11314
Pame_06587.t1	K03012
Pame_06589.t1	K09531
Pame_06590.t1	K15544
Pame_06591.t1	K14539
Pame_06594.t1	K20015
Pame_06596.t1	K00629
Pame_06597.t1	K14837
Pame_06598.t1	K15179
Pame_06599.t1	K28052
Pame_06603.t1	K01953
Pame_06604.t1	K03235
Pame_06605.t1	K23339
Pame_06606.t1	K08869
Pame_06607.t1	K27396
Pame_06608.t1	K11420
Pame_06609.t1	K11420
Pame_06610.t1	K18194
Pame_06611.t1	K01158
Pame_06613.t1	K01112
Pame_06614.t1	K04439
Pame_06615.t1	K04439
Pame_06616.t1	K01112
Pame_06617.t1	K23497
Pame_06618.t1	K02932
Pame_06619.t1	K17542
Pame_06620.t1	K06934
Pame_06622.t1	K18407
Pame_06624.t3	K04904
Pame_06625.t1	K04904
Pame_06631.t1	K04604
Pame_06632.t1	K04585
Pame_06636.t1	K10903
Pame_06638.t1	K04849
Pame_06639.t1	K04849
Pame_06640.t2	K04849
Pame_06641.t1	K04849
Pame_06643.t1	K04849
Pame_06647.t1	K11345
Pame_06648.t1	K01047
Pame_06649.t1	K10091
Pame_06658.t2	K17631
Pame_06659.t1	K14035
Pame_06663.t3	K08333
Pame_06664.t1	K10712
Pame_06668.t1	K14258
Pame_06669.t1	K08145
Pame_06670.t1	K03660
Pame_06673.t1	K17286
Pame_06677.t2	K17498
Pame_06678.t1	K22066
Pame_06678.t1	K05527
Pame_06679.t1	K01063
Pame_06680.t1	K01063
Pame_06681.t1	K01063
Pame_06682.t1	K01063
Pame_06683.t1	K01063
Pame_06684.t1	K01044
Pame_06685.t1	K01044
Pame_06686.t1	K01044
Pame_06687.t1	K01063
Pame_06688.t1	K01044
Pame_06689.t1	K01044
Pame_06697.t2	K03029
Pame_06704.t1	K06569
Pame_06705.t1	K11126
Pame_06706.t1	K02537
Pame_06708.t1	K24935
Pame_06709.t1	K23209
Pame_06710.t1	K14615
Pame_06712.t1	K22984
Pame_06716.t1	K05052
Pame_06721.t1	K15003
Pame_06721.t1	K14999
Pame_06723.t1	K17732
Pame_06727.t1	K02155
Pame_06728.t1	K19679
Pame_06729.t1	K07189
Pame_06731.t1	K12854
Pame_06732.t2	K15172
Pame_06735.t1	K19904
Pame_06736.t1	K17424
Pame_06737.t1	K20368
Pame_06738.t1	K23845
Pame_06740.t1	K20295
Pame_06743.t1	K23205
Pame_06747.t1	K08145
Pame_06748.t1	K08145
Pame_06749.t1	K08145
Pame_06750.t1	K08145
Pame_06751.t1	K08145
Pame_06753.t1	K08145
Pame_06754.t1	K08145
Pame_06755.t1	K08145
Pame_06760.t1	K26808
Pame_06767.t1	K23222
Pame_06770.t1	K02872
Pame_06772.t1	K07765
Pame_06773.t1	K17918
Pame_06777.t1	K02350
Pame_06778.t1	K15432
Pame_06780.t2	K21108
Pame_06785.t1	K09427
Pame_06792.t1	K05088
Pame_06793.t1	K13108
Pame_06798.t2	K13963
Pame_06800.t1	K01578
Pame_06801.t1	K25138
Pame_06802.t1	K20186
Pame_06807.t1	K17498
Pame_06808.t1	K00710
Pame_06810.t1	K00923
Pame_06811.t2	K00923
Pame_06812.t1	K00923
Pame_06813.t1	K00923
Pame_06815.t1	K26957
Pame_06818.t1	K17492
Pame_06819.t1	K17492
Pame_06822.t1	K10486
Pame_06830.t1	K04350
Pame_06832.t1	K23222
Pame_06852.t1	K01052
Pame_06855.t1	K10436
Pame_06857.t1	K02734
Pame_06858.t1	K23222
Pame_06859.t1	K23205
Pame_06861.t3	K12302
Pame_06867.t1	K09228
Pame_06868.t2	K04255
Pame_06869.t2	K09448
Pame_06869.t2	K03120
Pame_06870.t2	K09448
Pame_06871.t1	K23552
Pame_06872.t1	K00699
Pame_06874.t1	K27896
Pame_06876.t1	K20294
Pame_06878.t1	K12662
Pame_06879.t1	K14258
Pame_06881.t1	K14012
Pame_06888.t1	K08147
Pame_06889.t1	K09595
Pame_06890.t1	K13185
Pame_06891.t1	K04043
Pame_06892.t1	K09228
Pame_06894.t1	K15617
Pame_06895.t1	K15617
Pame_06896.t1	K15617
Pame_06897.t1	K18741
Pame_06899.t1	K25857
Pame_06902.t1	K25857
Pame_06905.t1	K12737
Pame_06908.t1	K19679
Pame_06909.t1	K20298
Pame_06911.t1	K23222
Pame_06916.t1	K20298
Pame_06918.t1	K18757
Pame_06923.t1	K12737
Pame_06924.t1	K07893
Pame_06925.t1	K12820
Pame_06927.t1	K03687
Pame_06928.t1	K03341
Pame_06931.t1	K11253
Pame_06934.t1	K11479
Pame_06935.t1	K24750
Pame_06936.t1	K10609
Pame_06937.t1	K01410
Pame_06938.t1	K11407
Pame_06939.t1	K13171
Pame_06940.t1	K16550
Pame_06941.t2	K16550
Pame_06943.t1	K00573
Pame_06945.t1	K04921
Pame_06948.t1	K04921
Pame_06950.t1	K06826
Pame_06951.t1	K07199
Pame_06952.t1	K12366
Pame_06953.t1	K08145
Pame_06954.t1	K08145
Pame_06955.t1	K08145
Pame_06960.t1	K19001
Pame_06961.t1	K23552
Pame_06962.t1	K13220
Pame_06964.t1	K11804
Pame_06964.t1	K11790
Pame_06965.t1	K26498
Pame_06969.t2	K09364
Pame_06970.t1	K02886
Pame_06971.t1	K04412
Pame_06972.t1	K02366
Pame_06974.t1	K02366
Pame_06975.t1	K01044
Pame_06976.t1	K18405
Pame_06980.t1	K01322
Pame_06982.t1	K17512
Pame_06984.t2	K10105
Pame_06985.t1	K00417
Pame_06986.t1	K17929
Pame_06987.t1	K26500
Pame_06990.t1	K17256
Pame_06999.t1	K13126
Pame_07002.t1	K09228
Pame_07003.t1	K15181
Pame_07004.t1	K04451
Pame_07005.t1	K04506
Pame_07006.t1	K04506
Pame_07008.t1	K13194
Pame_07009.t1	K05820
Pame_07011.t1	K12843
Pame_07012.t1	K00207
Pame_07014.t1	K10882
Pame_07015.t1	K04135
Pame_07016.t1	K04135
Pame_07017.t1	K15706
Pame_07018.t1	K07374
Pame_07028.t1	K24940
Pame_07035.t1	K00019
Pame_07036.t1	K15376
Pame_07036.t1	K03750
Pame_07037.t1	K04527
Pame_07038.t1	K04527
Pame_07039.t1	K10605
Pame_07040.t1	K06100
Pame_07041.t1	K20824
Pame_07042.t1	K01476
Pame_07043.t1	K01679
Pame_07044.t1	K13514
Pame_07046.t1	K15890
Pame_07049.t1	K16914
Pame_07050.t1	K20364
Pame_07051.t1	K09327
Pame_07052.t1	K17972
Pame_07053.t1	K06910
Pame_07054.t1	K12869
Pame_07055.t2	K25460
Pame_07056.t1	K26242
Pame_07057.t1	K06927
Pame_07058.t3	K22197
Pame_07059.t1	K22197
Pame_07060.t1	K00670
Pame_07061.t1	K18179
Pame_07062.t1	K24169
Pame_07063.t1	K19465
Pame_07064.t1	K05679
Pame_07065.t1	K05679
Pame_07067.t1	K05679
Pame_07068.t1	K05679
Pame_07069.t1	K05679
Pame_07070.t1	K05679
Pame_07071.t1	K09427
Pame_07072.t2	K05679
Pame_07073.t2	K05679
Pame_07075.t1	K05679
Pame_07076.t1	K05679
Pame_07079.t1	K02940
Pame_07080.t1	K20363
Pame_07081.t1	K01539
Pame_07082.t1	K00699
Pame_07083.t1	K00699
Pame_07084.t1	K00699
Pame_07085.t1	K00699
Pame_07086.t1	K00699
Pame_07087.t1	K00699
Pame_07088.t1	K00699
Pame_07089.t1	K00699
Pame_07090.t1	K00699
Pame_07091.t1	K00699
Pame_07092.t1	K00699
Pame_07093.t1	K00699
Pame_07094.t1	K01052
Pame_07095.t1	K01052
Pame_07099.t1	K00102
Pame_07100.t1	K20363
Pame_07104.t2	K15290
Pame_07107.t1	K07523
Pame_07112.t1	K10417
Pame_07113.t1	K14210
Pame_07114.t2	K06057
Pame_07118.t1	K00012
Pame_07119.t1	K16683
Pame_07120.t1	K22382
Pame_07123.t1	K02140
Pame_07124.t1	K17768
Pame_07125.t1	K17768
Pame_07126.t1	K22555
Pame_07127.t1	K09437
Pame_07128.t1	K09437
Pame_07129.t1	K20303
Pame_07130.t1	K10134
Pame_07133.t1	K19326
Pame_07136.t1	K10408
Pame_07137.t1	K08202
Pame_07138.t1	K17429
Pame_07139.t1	K22863
Pame_07140.t1	K28026
Pame_07160.t1	K12614
Pame_07161.t1	K22697
Pame_07169.t1	K00699
Pame_07172.t1	K16768
Pame_07174.t1	K05466
Pame_07175.t1	K16768
Pame_07180.t2	K08825
Pame_07181.t2	K27896
Pame_07181.t2	K03026
Pame_07182.t1	K11662
Pame_07183.t2	K22984
Pame_07186.t1	K10800
Pame_07188.t1	K15189
Pame_07189.t1	K02602
Pame_07193.t1	K16605
Pame_07194.t1	K18932
Pame_07198.t1	K09335
Pame_07199.t1	K09335
Pame_07203.t1	K24554
Pame_07204.t1	K19054
Pame_07205.t1	K12383
Pame_07206.t1	K00016
Pame_07208.t1	K00016
Pame_07210.t1	K20029
Pame_07211.t1	K27164
Pame_07213.t2	K10693
Pame_07216.t2	K10693
Pame_07217.t1	K22204
Pame_07218.t1	K22204
Pame_07219.t1	K26090
Pame_07220.t1	K07890
Pame_07221.t1	K06270
Pame_07222.t1	K10579
Pame_07223.t2	K20223
Pame_07224.t1	K02434
Pame_07225.t1	K18470
Pame_07226.t1	K19947
Pame_07228.t1	K12383
Pame_07229.t1	K10314
Pame_07233.t2	K00907
Pame_07234.t1	K00907
Pame_07236.t2	K00907
Pame_07238.t1	K00907
Pame_07239.t1	K12567
Pame_07241.t1	K12567
Pame_07242.t1	K12567
Pame_07243.t1	K12567
Pame_07244.t2	K12567
Pame_07245.t1	K27896
Pame_07246.t1	K06832
Pame_07247.t1	K03936
Pame_07248.t1	K07759
Pame_07251.t1	K02223
Pame_07251.t1	K10312
Pame_07255.t2	K00500
Pame_07258.t1	K10356
Pame_07259.t2	K10399
Pame_07260.t1	K11109
Pame_07261.t1	K11666
Pame_07262.t1	K08574
Pame_07264.t1	K05034
Pame_07265.t1	K18674
Pame_07266.t1	K08701
Pame_07268.t1	K11854
Pame_07269.t1	K19363
Pame_07270.t1	K20371
Pame_07271.t1	K28022
Pame_07272.t1	K21310
Pame_07273.t1	K06272
Pame_07273.t1	K06867
Pame_07274.t2	K11863
Pame_07275.t2	K03704
Pame_07277.t1	K03135
Pame_07278.t1	K08790
Pame_07279.t1	K24755
Pame_07280.t1	K24755
Pame_07281.t1	K22375
Pame_07282.t1	K10314
Pame_07283.t1	K13298
Pame_07284.t1	K13298
Pame_07285.t2	K09056
Pame_07293.t1	K09486
Pame_07305.t1	K00699
Pame_07314.t1	K14071
Pame_07317.t1	K13093
Pame_07319.t1	K13093
Pame_07327.t1	K08252
Pame_07329.t1	K10183
Pame_07330.t1	K10186
Pame_07332.t1	K08376
Pame_07333.t1	K14071
Pame_07337.t1	K06237
Pame_07343.t1	K02155
Pame_07344.t1	K20694
Pame_07356.t1	K10086
Pame_07357.t1	K24083
Pame_07358.t1	K06619
Pame_07360.t1	K28021
Pame_07365.t2	K08028
Pame_07366.t1	K04495
Pame_07371.t2	K10478
Pame_07372.t1	K03469
Pame_07373.t1	K18709
Pame_07374.t1	K14801
Pame_07375.t1	K10899
Pame_07376.t1	K13168
Pame_07377.t1	K07466
Pame_07381.t1	K26207
Pame_07382.t1	K21108
Pame_07383.t1	K02326
Pame_07384.t1	K10641
Pame_07385.t1	K06560
Pame_07388.t1	K15324
Pame_07390.t1	K06867
Pame_07391.t1	K15503
Pame_07392.t2	K06071
Pame_07393.t1	K06071
Pame_07394.t1	K06071
Pame_07395.t1	K20293
Pame_07396.t1	K10790
Pame_07397.t1	K17834
Pame_07398.t1	K17834
Pame_07399.t1	K07127
Pame_07400.t1	K05863
Pame_07401.t1	K19931
Pame_07402.t1	K08765
Pame_07403.t1	K26238
Pame_07404.t1	K13221
Pame_07405.t1	K15979
Pame_07406.t1	K11093
Pame_07408.t1	K01832
Pame_07409.t1	K14999
Pame_07410.t1	K14999
Pame_07411.t1	K14999
Pame_07412.t1	K14999
Pame_07413.t1	K14999
Pame_07414.t1	K14999
Pame_07415.t2	K18663
Pame_07421.t1	K19363
Pame_07423.t1	K24069
Pame_07425.t1	K09272
Pame_07426.t1	K04559
Pame_07427.t1	K00457
Pame_07428.t1	K08193
Pame_07429.t2	K19363
Pame_07430.t1	K19363
Pame_07431.t1	K19363
Pame_07432.t1	K08193
Pame_07434.t1	K25554
Pame_07436.t2	K04874
Pame_07438.t1	K03137
Pame_07439.t1	K25554
Pame_07440.t1	K07852
Pame_07444.t1	K00501
Pame_07444.t1	K00500
Pame_07445.t1	K05181
Pame_07446.t1	K05197
Pame_07447.t1	K05197
Pame_07452.t1	K21988
Pame_07459.t1	K19511
Pame_07461.t1	K13984
Pame_07462.t1	K10410
Pame_07463.t2	K16175
Pame_07464.t1	K16175
Pame_07465.t4	K00901
Pame_07466.t1	K14801
Pame_07467.t1	K04555
Pame_07468.t1	K04699
Pame_07469.t1	K15001
Pame_07470.t1	K15001
Pame_07476.t1	K15380
Pame_07477.t1	K12196
Pame_07478.t1	K04671
Pame_07479.t1	K08955
Pame_07480.t1	K15159
Pame_07481.t1	K15159
Pame_07485.t1	K02894
Pame_07486.t1	K17776
Pame_07487.t1	K05696
Pame_07488.t1	K17966
Pame_07489.t1	K21436
Pame_07490.t2	K18436
Pame_07490.t2	K13293
Pame_07493.t1	K08366
Pame_07495.t1	K13356
Pame_07497.t1	K01283
Pame_07498.t1	K01283
Pame_07499.t1	K24539
Pame_07500.t1	K13095
Pame_07501.t1	K12394
Pame_07502.t1	K04392
Pame_07503.t1	K21863
Pame_07504.t4	K13024
Pame_07505.t1	K03662
Pame_07507.t1	K06972
Pame_07508.t1	K02736
Pame_07509.t1	K00726
Pame_07510.t1	K22503
Pame_07511.t1	K17616
Pame_07512.t1	K06943
Pame_07513.t1	K15129
Pame_07514.t1	K09175
Pame_07516.t1	K17776
Pame_07517.t1	K12040
Pame_07518.t1	K14565
Pame_07519.t1	K15047
Pame_07520.t1	K25452
Pame_07521.t1	K14554
Pame_07522.t1	K07561
Pame_07523.t1	K03873
Pame_07524.t1	K26220
Pame_07525.t1	K12898
Pame_07526.t1	K06685
Pame_07527.t1	K02541
Pame_07529.t1	K16469
Pame_07530.t1	K16469
Pame_07531.t1	K27896
Pame_07532.t1	K00286
Pame_07533.t1	K12817
Pame_07534.t1	K08193
Pame_07535.t1	K04393
Pame_07536.t1	K25081
Pame_07537.t2	K05668
Pame_07538.t1	K10080
Pame_07539.t1	K20188
Pame_07540.t1	K03691
Pame_07541.t1	K02503
Pame_07544.t1	K00898
Pame_07546.t1	K19761
Pame_07547.t1	K06271
Pame_07548.t1	K15288
Pame_07548.t1	K01809
Pame_07549.t1	K06275
Pame_07552.t1	K12490
Pame_07554.t2	K20473
Pame_07556.t1	K12663
Pame_07557.t1	K17820
Pame_07558.t1	K19678
Pame_07559.t1	K12074
Pame_07561.t1	K18269
Pame_07562.t2	K15044
Pame_07564.t2	K24485
Pame_07567.t1	K07378
Pame_07568.t1	K07378
Pame_07574.t1	K04168
Pame_07575.t1	K04593
Pame_07576.t1	K04593
Pame_07577.t1	K23733
Pame_07578.t1	K10319
Pame_07579.t1	K04683
Pame_07580.t1	K09572
Pame_07581.t1	K14464
Pame_07581.t1	K00753
Pame_07582.t4	K17573
Pame_07583.t1	K03966
Pame_07584.t1	K02925
Pame_07585.t1	K16738
Pame_07586.t2	K16738
Pame_07587.t1	K03860
Pame_07592.t1	K04599
Pame_07593.t1	K12584
Pame_07594.t1	K05546
Pame_07595.t1	K20409
Pame_07597.t2	K08601
Pame_07598.t1	K25817
Pame_07599.t1	K08601
Pame_07600.t1	K10630
Pame_07604.t1	K10250
Pame_07605.t1	K11092
Pame_07606.t2	K20877
Pame_07607.t1	K03963
Pame_07608.t1	K08898
Pame_07610.t1	K05294
Pame_07611.t1	K02333
Pame_07611.t1	K02435
Pame_07612.t1	K10949
Pame_07613.t1	K10949
Pame_07615.t1	K07195
Pame_07616.t1	K17455
Pame_07617.t1	K00784
Pame_07620.t1	K07190
Pame_07621.t1	K19871
Pame_07630.t1	K02906
Pame_07631.t1	K19677
Pame_07632.t1	K12947
Pame_07634.t1	K01965
Pame_07635.t1	K12873
Pame_07637.t1	K12891
Pame_07639.t1	K14852
Pame_07640.t2	K21439
Pame_07641.t1	K14311
Pame_07642.t1	K14311
Pame_07643.t1	K09427
Pame_07644.t1	K22194
Pame_07645.t1	K15424
Pame_07647.t1	K23332
Pame_07648.t1	K25163
Pame_07649.t1	K22290
Pame_07650.t1	K16726
Pame_07651.t1	K16726
Pame_07651.t1	K06867
Pame_07653.t1	K01890
Pame_07654.t1	K23562
Pame_07655.t1	K20403
Pame_07657.t1	K22037
Pame_07658.t1	K24482
Pame_07659.t1	K10401
Pame_07661.t1	K24354
Pame_07662.t1	K02137
Pame_07665.t1	K17413
Pame_07666.t1	K08730
Pame_07667.t1	K00026
Pame_07668.t2	K14075
Pame_07671.t1	K00555
Pame_07672.t1	K02355
Pame_07675.t1	K09452
Pame_07676.t1	K08574
Pame_07678.t1	K08574
Pame_07679.t1	K15106
Pame_07680.t1	K23566
Pame_07681.t1	K19584
Pame_07682.t1	K01966
Pame_07683.t1	K03869
Pame_07684.t1	K05313
Pame_07689.t1	K14943
Pame_07690.t1	K14943
Pame_07691.t1	K14943
Pame_07695.t1	K02130
Pame_07696.t1	K02857
Pame_07698.t1	K02857
Pame_07699.t1	K08336
Pame_07700.t1	K24728
Pame_07701.t1	K08731
Pame_07703.t1	K20181
Pame_07707.t1	K20181
Pame_07708.t1	K14721
Pame_07710.t1	K10767
Pame_07711.t1	K00382
Pame_07712.t1	K17458
Pame_07713.t1	K00382
Pame_07714.t1	K16932
Pame_07715.t1	K01312
Pame_07716.t1	K01135
Pame_07717.t1	K01135
Pame_07717.t1	K04984
Pame_07718.t1	K14696
Pame_07719.t1	K05398
Pame_07720.t1	K05398
Pame_07721.t1	K14209
Pame_07723.t1	K07427
Pame_07726.t1	K11654
Pame_07727.t1	K11654
Pame_07728.t1	K17079
Pame_07729.t1	K17079
Pame_07730.t1	K07293
Pame_07731.t1	K07293
Pame_07733.t1	K14388
Pame_07734.t1	K01183
Pame_07735.t1	K19934
Pame_07736.t1	K11153
Pame_07737.t1	K22738
Pame_07738.t1	K13990
Pame_07741.t2	K06254
Pame_07742.t7	K06255
Pame_07743.t1	K12606
Pame_07744.t1	K04882
Pame_07745.t1	K04882
Pame_07746.t1	K14075
Pame_07748.t1	K18204
Pame_07750.t5	K11456
Pame_07753.t1	K19930
Pame_07756.t3	K01880
Pame_07757.t1	K15902
Pame_07758.t1	K07950
Pame_07760.t1	K01191
Pame_07761.t1	K01191
Pame_07762.t1	K23635
Pame_07763.t1	K06867
Pame_07764.t1	K10306
Pame_07766.t1	K06867
Pame_07768.t1	K01290
Pame_07769.t1	K18406
Pame_07770.t1	K10523
Pame_07771.t1	K18406
Pame_07773.t1	K08193
Pame_07778.t1	K00167
Pame_07779.t1	K16912
Pame_07783.t1	K00699
Pame_07784.t1	K19362
Pame_07784.t1	K00699
Pame_07785.t1	K17796
Pame_07786.t1	K17931
Pame_07787.t1	K13780
Pame_07788.t1	K24890
Pame_07789.t1	K02864
Pame_07790.t1	K06528
Pame_07791.t1	K01540
Pame_07793.t1	K01540
Pame_07794.t1	K01540
Pame_07795.t1	K01540
Pame_07796.t1	K01540
Pame_07797.t1	K23222
Pame_07799.t1	K01540
Pame_07800.t1	K01540
Pame_07803.t1	K21841
Pame_07804.t1	K21841
Pame_07805.t1	K12158
Pame_07806.t1	K10582
Pame_07808.t1	K23679
Pame_07812.t1	K19573
Pame_07813.t1	K11585
Pame_07816.t1	K17925
Pame_07821.t1	K00297
Pame_07822.t1	K07152
Pame_07826.t1	K00859
Pame_07827.t1	K24824
Pame_07829.t1	K16465
Pame_07862.t1	K13807
Pame_07863.t1	K13807
Pame_07865.t2	K12581
Pame_07866.t1	K24629
Pame_07867.t1	K03544
Pame_07868.t1	K01312
Pame_07869.t1	K01312
Pame_07870.t1	K01312
Pame_07871.t2	K01312
Pame_07872.t1	K01312
Pame_07873.t1	K01312
Pame_07874.t1	K01312
Pame_07875.t1	K01312
Pame_07876.t1	K01312
Pame_07882.t1	K05706
Pame_07883.t1	K24427
Pame_07884.t1	K04451
Pame_07885.t1	K05820
Pame_07886.t1	K05820
Pame_07887.t1	K01395
Pame_07888.t2	K01395
Pame_07889.t1	K01395
Pame_07890.t1	K03648
Pame_07891.t1	K24643
Pame_07893.t1	K18932
Pame_07895.t1	K14970
Pame_07896.t1	K08013
Pame_07897.t1	K20096
Pame_07898.t1	K10667
Pame_07899.t1	K25769
Pame_07900.t1	K06172
Pame_07902.t1	K24435
Pame_07903.t1	K19675
Pame_07904.t1	K14008
Pame_07905.t1	K05858
Pame_07906.t1	K20368
Pame_07907.t1	K13885
Pame_07908.t1	K04638
Pame_07909.t2	K10404
Pame_07911.t1	K10404
Pame_07913.t1	K24051
Pame_07914.t1	K19755
Pame_07915.t2	K22937
Pame_07917.t1	K18166
Pame_07919.t1	K18080
Pame_07920.t1	K18080
Pame_07923.t1	K27896
Pame_07924.t1	K23664
Pame_07926.t1	K01593
Pame_07928.t1	K01593
Pame_07929.t1	K01618
Pame_07929.t1	K01593
Pame_07932.t1	K09374
Pame_07936.t1	K12259
Pame_07937.t1	K18169
Pame_07939.t2	K11255
Pame_07943.t1	K13051
Pame_07944.t1	K23205
Pame_07948.t1	K26229
Pame_07949.t1	K26229
Pame_07950.t1	K26229
Pame_07951.t1	K17441
Pame_07953.t1	K20366
Pame_07954.t1	K09427
Pame_07955.t1	K09086
Pame_07957.t1	K17494
Pame_07958.t1	K19612
Pame_07959.t1	K10478
Pame_07961.t1	K00698
Pame_07962.t1	K00698
Pame_07964.t1	K24173
Pame_07966.t1	K12812
Pame_07967.t1	K19909
Pame_07968.t1	K04168
Pame_07969.t1	K25388
Pame_07974.t1	K26229
Pame_07976.t1	K13948
Pame_07977.t1	K00547
Pame_07978.t1	K12865
Pame_07980.t1	K03174
Pame_07993.t2	K11651
Pame_08000.t1	K19513
Pame_08002.t1	K20694
Pame_08003.t1	K09645
Pame_08004.t1	K20694
Pame_08005.t1	K20694
Pame_08006.t1	K20694
Pame_08007.t2	K20694
Pame_08009.t1	K14072
Pame_08013.t2	K14072
Pame_08014.t1	K24399
Pame_08015.t2	K06254
Pame_08016.t1	K06254
Pame_08017.t1	K06254
Pame_08020.t1	K20668
Pame_08021.t1	K20668
Pame_08023.t1	K20668
Pame_08024.t1	K20668
Pame_08025.t1	K20668
Pame_08027.t1	K06254
Pame_08028.t1	K18741
Pame_08031.t1	K20840
Pame_08032.t1	K23800
Pame_08033.t1	K10089
Pame_08034.t2	K14010
Pame_08036.t1	K18499
Pame_08037.t1	K05313
Pame_08038.t1	K06069
Pame_08039.t1	K06069
Pame_08040.t1	K10365
Pame_08041.t1	K03263
Pame_08042.t1	K03934
Pame_08043.t1	K12173
Pame_08045.t1	K03232
Pame_08046.t1	K15146
Pame_08047.t1	K02272
Pame_08048.t1	K01969
Pame_08049.t1	K13963
Pame_08051.t1	K14575
Pame_08052.t1	K11338
Pame_08054.t1	K03844
Pame_08055.t1	K17686
Pame_08057.t2	K17686
Pame_08059.t2	K20232
Pame_08060.t2	K19009
Pame_08061.t1	K13783
Pame_08062.t1	K06170
Pame_08063.t1	K13337
Pame_08065.t1	K00927
Pame_08069.t1	K17580
Pame_08070.t1	K18808
Pame_08071.t1	K17580
Pame_08072.t1	K12617
Pame_08073.t1	K05740
Pame_08075.t1	K13356
Pame_08076.t1	K13356
Pame_08077.t1	K13356
Pame_08078.t1	K13356
Pame_08079.t1	K13356
Pame_08080.t1	K13356
Pame_08081.t1	K13356
Pame_08082.t1	K13356
Pame_08083.t1	K13356
Pame_08093.t3	K00999
Pame_08094.t1	K23644
Pame_08095.t1	K04599
Pame_08096.t1	K04599
Pame_08097.t1	K14960
Pame_08103.t1	K00115
Pame_08104.t1	K01179
Pame_08105.t1	K28050
Pame_08106.t1	K28050
Pame_08109.t1	K28050
Pame_08112.t1	K22984
Pame_08113.t1	K22984
Pame_08114.t1	K07851
Pame_08115.t1	K01647
Pame_08119.t1	K19907
Pame_08120.t1	K13356
Pame_08121.t1	K13356
Pame_08122.t1	K01377
Pame_08123.t1	K01379
Pame_08124.t1	K01380
Pame_08125.t1	K01378
Pame_08126.t1	K05313
Pame_08127.t1	K05313
Pame_08128.t1	K05313
Pame_08131.t1	K09402
Pame_08132.t1	K21270
Pame_08136.t1	K25866
Pame_08138.t1	K22991
Pame_08139.t1	K02427
Pame_08140.t1	K16358
Pame_08150.t1	K09328
Pame_08153.t1	K09328
Pame_08155.t1	K21878
Pame_08158.t1	K27699
Pame_08163.t1	K03103
Pame_08164.t1	K10478
Pame_08165.t1	K03103
Pame_08166.t1	K03103
Pame_08167.t1	K03103
Pame_08168.t1	K03103
Pame_08169.t1	K05694
Pame_08170.t1	K09228
Pame_08171.t1	K22984
Pame_08172.t1	K20398
Pame_08173.t1	K21914
Pame_08174.t1	K23335
Pame_08175.t1	K07928
Pame_08176.t1	K27312
Pame_08177.t1	K06944
Pame_08178.t1	K23402
Pame_08180.t1	K27339
Pame_08181.t1	K11253
Pame_08183.t1	K23047
Pame_08186.t1	K17868
Pame_08189.t1	K00753
Pame_08190.t1	K03574
Pame_08192.t1	K06867
Pame_08194.t1	K01873
Pame_08195.t1	K01873
Pame_08196.t1	K01873
